Meet|City|Country|Course|Event ID|Distance|Stroke|Round|Gender|Firstname|Lastname|Birthyear|Height cm|Weight Kg|BMI|Speed / Kg|Speed m/s|Time
Phillips 66 National Championships|San Antonio,TX|USA|LCM|111|200|FREE|FIN|F|Megan|ROMANO|1991|188.0|77.0|21.785876|0.021737|1.67378|119.49000000000001
Phillips 66 National Championships|San Antonio,TX|USA|LCM|111|200|FREE|FIN|F|Allison|SCHMITT|1990|186.0|74.0|21.389756|0.023118|1.710718|116.91
Phillips 66 National Championships|San Antonio,TX|USA|LCM|112|200|FLY|FIN|M|Joseph|BENTZ|1996|195.0|81.0|21.301775|0.020784|1.683502|118.8
Phillips 66 National Championships|San Antonio,TX|USA|LCM|112|200|FLY|FIN|M|Clark|SMITH|1995|206.0|89.0|20.972759|0.019071|1.697361|117.83
Phillips 66 National Championships|San Antonio,TX|USA|LCM|112|200|FLY|FIN|M|Carlos|PERALTA GALLEGO|1994|165.0|60.0|22.038567|0.028122|1.687337|118.53
Phillips 66 National Championships|San Antonio,TX|USA|LCM|112|200|FLY|FIN|M|Jack|CONGER|1994|194.0|79.0|20.990541|0.022103|1.746115|114.53999999999999
Phillips 66 National Championships|San Antonio,TX|USA|LCM|112|200|FLY|FIN|M|Thomas|LUCHSINGER|1991|188.0|82.0|23.200543|0.020363|1.669728|119.78
Phillips 66 National Championships|San Antonio,TX|USA|LCM|112|200|FLY|FIN|M|Michael|PHELPS|1985|194.0|90.0|23.913275|0.019676|1.770852|112.94
Phillips 66 National Championships|San Antonio,TX|USA|LCM|114|100|BREAST|FIN|F|Georgia|BOHL|1997|167.0|54.0|19.362473|0.027516|1.485884|67.3
Phillips 66 National Championships|San Antonio,TX|USA|LCM|114|100|BREAST|FIN|F|Lilly|KING|1997|176.0|70.0|22.59814|0.021421|1.499475|66.69
Phillips 66 National Championships|San Antonio,TX|USA|LCM|114|100|BREAST|FIN|F|Molly|HANNIS|1992|171.0|70.0|23.93899|0.020959|1.467136|68.16
Phillips 66 National Championships|San Antonio,TX|USA|LCM|114|100|BREAST|FIN|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.025468|1.50263|66.55
Phillips 66 National Championships|San Antonio,TX|USA|LCM|115|100|FLY|FIN|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.021985|1.890717|52.89
Phillips 66 National Championships|San Antonio,TX|USA|LCM|115|100|FLY|FIN|M|Joseph|BENTZ|1996|195.0|81.0|21.301775|0.02336|1.892148|52.85
Phillips 66 National Championships|San Antonio,TX|USA|LCM|115|100|FLY|FIN|M|Jack|CONGER|1994|194.0|79.0|20.990541|0.02466|1.948178|51.33
Phillips 66 National Championships|San Antonio,TX|USA|LCM|115|100|FLY|FIN|M|Giles|SMITH|1991|180.0|81.0|25.0|0.023637|1.914608|52.23
Phillips 66 National Championships|San Antonio,TX|USA|LCM|115|100|FLY|FIN|M|Michael|PHELPS|1985|194.0|90.0|23.913275|0.022024|1.982161|50.45
Phillips 66 National Championships|San Antonio,TX|USA|LCM|116|50|FREE|FIN|F|Olivia|SMOLIGA|1994|187.0|74.0|21.1616|0.026717|1.977066|25.29
Phillips 66 National Championships|San Antonio,TX|USA|LCM|116|50|FREE|FIN|F|Kelsi|WORRELL|1994|180.0|74.0|22.839506|0.027016|1.9992|25.01
Phillips 66 National Championships|San Antonio,TX|USA|LCM|116|50|FREE|FIN|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.03313|1.954652|25.58
Phillips 66 National Championships|San Antonio,TX|USA|LCM|116|50|FREE|FIN|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.029757|2.023472|24.71
Phillips 66 National Championships|San Antonio,TX|USA|LCM|116|50|FREE|FIN|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.026131|2.012072|24.85
Phillips 66 National Championships|San Antonio,TX|USA|LCM|117|50|FREE|FIN|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.02599|2.235136|22.37
Phillips 66 National Championships|San Antonio,TX|USA|LCM|117|50|FREE|FIN|M|Caeleb|DRESSEL|1996|191.0|86.0|23.573915|0.027004|2.322341|21.53
Phillips 66 National Championships|San Antonio,TX|USA|LCM|117|50|FREE|FIN|M|Townley|HAAS|1996|196.0|83.0|21.605581|0.02626|2.179599|22.94
Phillips 66 National Championships|San Antonio,TX|USA|LCM|117|50|FREE|FIN|M|Erik|RISOLVATO|1994|178.0|73.0|23.04002|0.030387|2.218279|22.54
Phillips 66 National Championships|San Antonio,TX|USA|LCM|117|50|FREE|FIN|M|Josh|SCHNEIDER|1988|193.0|99.0|26.577895|0.023041|2.281022|21.92
Phillips 66 National Championships|San Antonio,TX|USA|LCM|117|50|FREE|FIN|M|Cullen|JONES|1984|195.0|90.0|23.668639|0.025403|2.286237|21.87
Phillips 66 National Championships|San Antonio,TX|USA|LCM|117|50|FREE|FIN|M|Roland|SCHOEMAN|1980|191.0|85.0|23.2998|0.026402|2.244165|22.28
Phillips 66 National Championships|San Antonio,TX|USA|LCM|118|400|MEDLEY|FIN|F|Meghan|SMALL|1998|167.0|59.0|21.155294|0.023577|1.391014|287.56
Phillips 66 National Championships|San Antonio,TX|USA|LCM|118|400|MEDLEY|FIN|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.019926|1.434669|278.81
Phillips 66 National Championships|San Antonio,TX|USA|LCM|118|400|MEDLEY|FIN|F|Katherine|MILLS|1989|175.0|70.0|22.857143|0.02|1.399972|285.72
Phillips 66 National Championships|San Antonio,TX|USA|LCM|12|200|FLY|PRE|M|Joseph|BENTZ|1996|195.0|81.0|21.301775|0.020775|1.682793|118.85
Phillips 66 National Championships|San Antonio,TX|USA|LCM|12|200|FLY|PRE|M|Jonathan|GOMEZ|1996|180.0|70.0|21.604938|0.023829|1.668057|119.9
Phillips 66 National Championships|San Antonio,TX|USA|LCM|12|200|FLY|PRE|M|Clark|SMITH|1995|206.0|89.0|20.972759|0.01911|1.700825|117.59
Phillips 66 National Championships|San Antonio,TX|USA|LCM|12|200|FLY|PRE|M|Carlos|PERALTA GALLEGO|1994|165.0|60.0|22.038567|0.028056|1.68336|118.81
Phillips 66 National Championships|San Antonio,TX|USA|LCM|12|200|FLY|PRE|M|Jack|CONGER|1994|194.0|79.0|20.990541|0.021789|1.721319|116.19
Phillips 66 National Championships|San Antonio,TX|USA|LCM|12|200|FLY|PRE|M|Mack|DARRAGH|1993|185.0|79.0|23.082542|0.021178|1.67308|119.53999999999999
Phillips 66 National Championships|San Antonio,TX|USA|LCM|12|200|FLY|PRE|M|Thomas|LUCHSINGER|1991|188.0|82.0|23.200543|0.020474|1.678838|119.13
Phillips 66 National Championships|San Antonio,TX|USA|LCM|12|200|FLY|PRE|M|Bobby|BOLLIER|1989|182.0|83.0|25.05736|0.019964|1.657001|120.7
Phillips 66 National Championships|San Antonio,TX|USA|LCM|12|200|FLY|PRE|M|Michael|PHELPS|1985|194.0|90.0|23.913275|0.019298|1.736865|115.15
Phillips 66 National Championships|San Antonio,TX|USA|LCM|120|100|FREE|FIN|M|Caeleb|DRESSEL|1996|191.0|86.0|23.573915|0.023837|2.050021|48.78
Phillips 66 National Championships|San Antonio,TX|USA|LCM|120|100|FREE|FIN|M|Townley|HAAS|1996|196.0|83.0|21.605581|0.024271|2.014504|49.64
Phillips 66 National Championships|San Antonio,TX|USA|LCM|120|100|FREE|FIN|M|Blake|PIERONI|1995|188.0|86.0|24.332277|0.023453|2.016942|49.58
Phillips 66 National Championships|San Antonio,TX|USA|LCM|120|100|FREE|FIN|M|Jack|CONGER|1994|194.0|79.0|20.990541|0.025807|2.038736|49.05
Phillips 66 National Championships|San Antonio,TX|USA|LCM|120|100|FREE|FIN|M|Cullen|JONES|1984|195.0|90.0|23.668639|0.02242|2.017756|49.56
Phillips 66 National Championships|San Antonio,TX|USA|LCM|120|100|FREE|FIN|M|Roland|SCHOEMAN|1980|191.0|85.0|23.2998|0.023719|2.016129|49.6
Phillips 66 National Championships|San Antonio,TX|USA|LCM|121|200|FLY|FIN|F|Courtney|HARNISH|1999|167.0|63.0|22.589551|0.024271|1.529052|130.8
Phillips 66 National Championships|San Antonio,TX|USA|LCM|121|200|FLY|FIN|F|Hali|FLICKINGER|1994|166.0|52.0|18.870663|0.030145|1.567521|127.59
Phillips 66 National Championships|San Antonio,TX|USA|LCM|121|200|FLY|FIN|F|Katherine|MILLS|1989|175.0|70.0|22.857143|0.021804|1.526252|131.04
Phillips 66 National Championships|San Antonio,TX|USA|LCM|122|200|MEDLEY|FIN|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.019359|1.664863|120.13
Phillips 66 National Championships|San Antonio,TX|USA|LCM|122|200|MEDLEY|FIN|M|Joseph|BENTZ|1996|195.0|81.0|21.301775|0.020549|1.664447|120.16
Phillips 66 National Championships|San Antonio,TX|USA|LCM|122|200|MEDLEY|FIN|M|Max|LITCHFIELD|1995|168.0|78.0|27.636054|0.021203|1.653849|120.93
Phillips 66 National Championships|San Antonio,TX|USA|LCM|122|200|MEDLEY|FIN|M|Travis|MAHONEY|1990|190.0|81.0|22.437673|0.020678|1.674902|119.41
Phillips 66 National Championships|San Antonio,TX|USA|LCM|122|200|MEDLEY|FIN|M|Michael|PHELPS|1985|194.0|90.0|23.913275|0.019366|1.742919|114.75
Phillips 66 National Championships|San Antonio,TX|USA|LCM|123|200|BACK|FIN|F|Meghan|SMALL|1998|167.0|59.0|21.155294|0.025436|1.500713|133.27
Phillips 66 National Championships|San Antonio,TX|USA|LCM|123|200|BACK|FIN|F|Clara|SMIDDY|1996|175.0|82.0|26.77551|0.018543|1.520566|131.53
Phillips 66 National Championships|San Antonio,TX|USA|LCM|123|200|BACK|FIN|F|Hali|FLICKINGER|1994|166.0|52.0|18.870663|0.02945|1.531394|130.6
Phillips 66 National Championships|San Antonio,TX|USA|LCM|123|200|BACK|FIN|F|Megan|ROMANO|1991|188.0|77.0|21.785876|0.019639|1.512173|132.26
Phillips 66 National Championships|San Antonio,TX|USA|LCM|125|800|FREE|FIN|F|Sierra|SCHMIDT|1998|167.0|63.0|22.589551|0.024746|1.558968|513.16
Phillips 66 National Championships|San Antonio,TX|USA|LCM|126|100|FREE|FIN|F|Kotuku|NGAWATI|1994|165.0|60.0|22.038567|0.03038|1.822822|54.86
Phillips 66 National Championships|San Antonio,TX|USA|LCM|126|100|FREE|FIN|F|Allison|SCHMITT|1990|186.0|74.0|21.389756|0.024868|1.840265|54.34
Phillips 66 National Championships|San Antonio,TX|USA|LCM|126|100|FREE|FIN|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.026728|1.817521|55.02
Phillips 66 National Championships|San Antonio,TX|USA|LCM|126|100|FREE|FIN|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.023944|1.843658|54.24
Phillips 66 National Championships|San Antonio,TX|USA|LCM|127|200|BACK|FIN|M|Carter|GRIFFIN|1995|182.0|79.0|23.849777|0.021386|1.689475|118.38
Phillips 66 National Championships|San Antonio,TX|USA|LCM|127|200|BACK|FIN|M|Jack|CONGER|1994|194.0|79.0|20.990541|0.021303|1.682935|118.84
Phillips 66 National Championships|San Antonio,TX|USA|LCM|127|200|BACK|FIN|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.019935|1.714384|116.66
Phillips 66 National Championships|San Antonio,TX|USA|LCM|127|200|BACK|FIN|M|Craig|MCNALLY|1992|191.0|82.0|22.477454|0.020562|1.686056|118.62
Phillips 66 National Championships|San Antonio,TX|USA|LCM|127|200|BACK|FIN|M|Travis|MAHONEY|1990|190.0|81.0|22.437673|0.020262|1.641228|121.86
Phillips 66 National Championships|San Antonio,TX|USA|LCM|128|200|BREAST|FIN|F|Georgia|BOHL|1997|167.0|54.0|19.362473|0.025387|1.370896|145.89
Phillips 66 National Championships|San Antonio,TX|USA|LCM|128|200|BREAST|FIN|F|Lilly|KING|1997|176.0|70.0|22.59814|0.019088|1.336184|149.68
Phillips 66 National Championships|San Antonio,TX|USA|LCM|128|200|BREAST|FIN|F|Annie|LAZOR|1994|172.0|65.0|21.971336|0.020726|1.347164|148.46
Phillips 66 National Championships|San Antonio,TX|USA|LCM|128|200|BREAST|FIN|F|Byanca|RODRIGUEZ|1994|172.0|68.0|22.985398|0.019791|1.345804|148.61
Phillips 66 National Championships|San Antonio,TX|USA|LCM|128|200|BREAST|FIN|F|Molly|HANNIS|1992|171.0|70.0|23.93899|0.019627|1.373909|145.57
Phillips 66 National Championships|San Antonio,TX|USA|LCM|129|200|BREAST|FIN|M|Craig|BENSON|1994|183.0|80.0|23.888441|0.019278|1.542258|129.68
Phillips 66 National Championships|San Antonio,TX|USA|LCM|129|200|BREAST|FIN|M|Brad|CRAIG|1989|180.0|88.0|27.160494|0.016784|1.476996|135.41
Phillips 66 National Championships|San Antonio,TX|USA|LCM|129|200|BREAST|FIN|M|Michael|JAMIESON|1988|186.0|77.0|22.256908|0.019841|1.527767|130.91
Phillips 66 National Championships|San Antonio,TX|USA|LCM|129|200|BREAST|FIN|M|Michael|PHELPS|1985|194.0|90.0|23.913275|0.016925|1.523229|131.3
Phillips 66 National Championships|San Antonio,TX|USA|LCM|130|1500|FREE|FIN|M|Jordan|WILIMOVSKY|1994|178.0|68.0|21.461937|0.02459|1.672148|897.05
Phillips 66 National Championships|San Antonio,TX|USA|LCM|14|100|BREAST|PRE|F|Georgia|BOHL|1997|167.0|54.0|19.362473|0.026979|1.456876|68.64
Phillips 66 National Championships|San Antonio,TX|USA|LCM|14|100|BREAST|PRE|F|Lilly|KING|1997|176.0|70.0|22.59814|0.020959|1.467136|68.16
Phillips 66 National Championships|San Antonio,TX|USA|LCM|14|100|BREAST|PRE|F|Annie|LAZOR|1994|172.0|65.0|21.971336|0.021975|1.428367|70.01
Phillips 66 National Championships|San Antonio,TX|USA|LCM|14|100|BREAST|PRE|F|Byanca|RODRIGUEZ|1994|172.0|68.0|22.985398|0.021129|1.436782|69.6
Phillips 66 National Championships|San Antonio,TX|USA|LCM|14|100|BREAST|PRE|F|Molly|HANNIS|1992|171.0|70.0|23.93899|0.020758|1.453066|68.82
Phillips 66 National Championships|San Antonio,TX|USA|LCM|14|100|BREAST|PRE|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.025464|1.502404|66.56
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.021791|1.874063|53.36
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Joseph|BENTZ|1996|195.0|81.0|21.301775|0.023228|1.881468|53.15
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Justin|PLASCHKA|1996|185.0|68.0|19.868517|0.026753|1.819174|54.97
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Clark|SMITH|1995|206.0|89.0|20.972759|0.021069|1.875117|53.33
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Carlos|PERALTA GALLEGO|1994|165.0|60.0|22.038567|0.029826|1.789549|55.88
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Jack|CONGER|1994|194.0|79.0|20.990541|0.024357|1.924187|51.97
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Giles|SMITH|1991|180.0|81.0|25.0|0.023444|1.898975|52.66
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Thomas|LUCHSINGER|1991|188.0|82.0|23.200543|0.022299|1.828488|54.69
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Bobby|BOLLIER|1989|182.0|83.0|25.05736|0.022119|1.835873|54.47
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Eugene|GODSOE|1988|187.0|77.0|22.019503|0.024302|1.871257|53.44
Phillips 66 National Championships|San Antonio,TX|USA|LCM|15|100|FLY|PRE|M|Michael|PHELPS|1985|194.0|90.0|23.913275|0.021318|1.918649|52.12
Phillips 66 National Championships|San Antonio,TX|USA|LCM|16|50|FREE|PRE|F|Olivia|SMOLIGA|1994|187.0|74.0|21.1616|0.026507|1.961554|25.49
Phillips 66 National Championships|San Antonio,TX|USA|LCM|16|50|FREE|PRE|F|Kelsi|WORRELL|1994|180.0|74.0|22.839506|0.026728|1.977848|25.28
Phillips 66 National Championships|San Antonio,TX|USA|LCM|16|50|FREE|PRE|F|Andrea|KNEPPERS|1993|175.0|67.0|21.877551|0.028204|1.889645|26.46
Phillips 66 National Championships|San Antonio,TX|USA|LCM|16|50|FREE|PRE|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.032937|1.943257|25.73
Phillips 66 National Championships|San Antonio,TX|USA|LCM|16|50|FREE|PRE|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.029494|2.005616|24.93
Phillips 66 National Championships|San Antonio,TX|USA|LCM|16|50|FREE|PRE|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.025717|1.980198|25.25
Phillips 66 National Championships|San Antonio,TX|USA|LCM|17|50|FREE|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.025147|2.16263|23.12
Phillips 66 National Championships|San Antonio,TX|USA|LCM|17|50|FREE|PRE|M|Caeleb|DRESSEL|1996|191.0|86.0|23.573915|0.026608|2.28833|21.85
Phillips 66 National Championships|San Antonio,TX|USA|LCM|17|50|FREE|PRE|M|Townley|HAAS|1996|196.0|83.0|21.605581|0.02581|2.142245|23.34
Phillips 66 National Championships|San Antonio,TX|USA|LCM|17|50|FREE|PRE|M|Blake|PIERONI|1995|188.0|86.0|24.332277|0.025333|2.178649|22.95
Phillips 66 National Championships|San Antonio,TX|USA|LCM|17|50|FREE|PRE|M|Erik|RISOLVATO|1994|178.0|73.0|23.04002|0.03024|2.207506|22.65
Phillips 66 National Championships|San Antonio,TX|USA|LCM|17|50|FREE|PRE|M|Josh|SCHNEIDER|1988|193.0|99.0|26.577895|0.022853|2.262443|22.1
Phillips 66 National Championships|San Antonio,TX|USA|LCM|17|50|FREE|PRE|M|Cullen|JONES|1984|195.0|90.0|23.668639|0.025127|2.26142|22.11
Phillips 66 National Championships|San Antonio,TX|USA|LCM|17|50|FREE|PRE|M|Roland|SCHOEMAN|1980|191.0|85.0|23.2998|0.026086|2.217295|22.55
Phillips 66 National Championships|San Antonio,TX|USA|LCM|18|400|MEDLEY|PRE|F|Courtney|HARNISH|1999|167.0|63.0|22.589551|0.021707|1.367521|292.5
Phillips 66 National Championships|San Antonio,TX|USA|LCM|18|400|MEDLEY|PRE|F|Meghan|SMALL|1998|167.0|59.0|21.155294|0.023259|1.372307|291.48
Phillips 66 National Championships|San Antonio,TX|USA|LCM|18|400|MEDLEY|PRE|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.019717|1.419648|281.76
Phillips 66 National Championships|San Antonio,TX|USA|LCM|18|400|MEDLEY|PRE|F|Katherine|MILLS|1989|175.0|70.0|22.857143|0.020007|1.400511|285.61
Phillips 66 National Championships|San Antonio,TX|USA|LCM|2|400|FREE|PRE|M|Townley|HAAS|1996|196.0|83.0|21.605581|0.02101|1.743831|229.38
Phillips 66 National Championships|San Antonio,TX|USA|LCM|2|400|FREE|PRE|M|Clark|SMITH|1995|206.0|89.0|20.972759|0.019622|1.746344|229.05
Phillips 66 National Championships|San Antonio,TX|USA|LCM|2|400|FREE|PRE|M|Ryan|FEELEY|1991|192.0|91.0|24.68533|0.018723|1.703795|234.77
Phillips 66 National Championships|San Antonio,TX|USA|LCM|2|400|FREE|PRE|M|Andrew|GEMMELL|1991|183.0|73.0|21.798202|0.023285|1.699813|235.32
Phillips 66 National Championships|San Antonio,TX|USA|LCM|2|400|FREE|PRE|M|Thomas|LUCHSINGER|1991|188.0|82.0|23.200543|0.020506|1.68152|237.88
Phillips 66 National Championships|San Antonio,TX|USA|LCM|2|400|FREE|PRE|M|Bobby|BOLLIER|1989|182.0|83.0|25.05736|0.019716|1.63646|244.43
Phillips 66 National Championships|San Antonio,TX|USA|LCM|2|400|FREE|PRE|M|Bobby|HURLEY|1988|194.0|84.0|22.319056|0.020536|1.72503|231.88
Phillips 66 National Championships|San Antonio,TX|USA|LCM|20|100|FREE|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.022387|1.925298|51.94
Phillips 66 National Championships|San Antonio,TX|USA|LCM|20|100|FREE|PRE|M|Caeleb|DRESSEL|1996|191.0|86.0|23.573915|0.02374|2.04165|48.98
Phillips 66 National Championships|San Antonio,TX|USA|LCM|20|100|FREE|PRE|M|Justin|PLASCHKA|1996|185.0|68.0|19.868517|0.02888|1.963865|50.92
Phillips 66 National Championships|San Antonio,TX|USA|LCM|20|100|FREE|PRE|M|Townley|HAAS|1996|196.0|83.0|21.605581|0.024188|2.007629|49.81
Phillips 66 National Championships|San Antonio,TX|USA|LCM|20|100|FREE|PRE|M|Blake|PIERONI|1995|188.0|86.0|24.332277|0.023382|2.010859|49.73
Phillips 66 National Championships|San Antonio,TX|USA|LCM|20|100|FREE|PRE|M|Jack|CONGER|1994|194.0|79.0|20.990541|0.025567|2.019794|49.51
Phillips 66 National Championships|San Antonio,TX|USA|LCM|20|100|FREE|PRE|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.026733|1.978239|50.55
Phillips 66 National Championships|San Antonio,TX|USA|LCM|20|100|FREE|PRE|M|Cullen|JONES|1984|195.0|90.0|23.668639|0.022456|2.021019|49.48
Phillips 66 National Championships|San Antonio,TX|USA|LCM|20|100|FREE|PRE|M|Roland|SCHOEMAN|1980|191.0|85.0|23.2998|0.023667|2.011668|49.71
Phillips 66 National Championships|San Antonio,TX|USA|LCM|21|200|FLY|PRE|F|Courtney|HARNISH|1999|167.0|63.0|22.589551|0.023758|1.496782|133.62
Phillips 66 National Championships|San Antonio,TX|USA|LCM|21|200|FLY|PRE|F|Hali|FLICKINGER|1994|166.0|52.0|18.870663|0.029861|1.552795|128.8
Phillips 66 National Championships|San Antonio,TX|USA|LCM|21|200|FLY|PRE|F|Kelsi|WORRELL|1994|180.0|74.0|22.839506|0.021015|1.555089|128.61
Phillips 66 National Championships|San Antonio,TX|USA|LCM|21|200|FLY|PRE|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.020775|1.495774|133.71
Phillips 66 National Championships|San Antonio,TX|USA|LCM|21|200|FLY|PRE|F|Katherine|MILLS|1989|175.0|70.0|22.857143|0.021741|1.521838|131.42
Phillips 66 National Championships|San Antonio,TX|USA|LCM|22|200|MEDLEY|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.018843|1.620483|123.42
Phillips 66 National Championships|San Antonio,TX|USA|LCM|22|200|MEDLEY|PRE|M|Joseph|BENTZ|1996|195.0|81.0|21.301775|0.020418|1.653849|120.93
Phillips 66 National Championships|San Antonio,TX|USA|LCM|22|200|MEDLEY|PRE|M|Max|LITCHFIELD|1995|168.0|78.0|27.636054|0.021109|1.646497|121.47
Phillips 66 National Championships|San Antonio,TX|USA|LCM|22|200|MEDLEY|PRE|M|Jack|GERRARD|1994|195.0|89.0|23.405654|0.017828|1.586672|126.05
Phillips 66 National Championships|San Antonio,TX|USA|LCM|22|200|MEDLEY|PRE|M|Max|WILLIAMSON|1994|187.0|81.0|23.163373|0.020384|1.651119|121.13
Phillips 66 National Championships|San Antonio,TX|USA|LCM|22|200|MEDLEY|PRE|M|Ieuan|LLOYD|1993|194.0|91.0|24.178978|0.017873|1.626413|122.97
Phillips 66 National Championships|San Antonio,TX|USA|LCM|22|200|MEDLEY|PRE|M|Mack|DARRAGH|1993|185.0|79.0|23.082542|0.020195|1.595405|125.36
Phillips 66 National Championships|San Antonio,TX|USA|LCM|22|200|MEDLEY|PRE|M|Travis|MAHONEY|1990|190.0|81.0|22.437673|0.020362|1.649349|121.26
Phillips 66 National Championships|San Antonio,TX|USA|LCM|22|200|MEDLEY|PRE|M|Michael|PHELPS|1985|194.0|90.0|23.913275|0.018576|1.671821|119.63
Phillips 66 National Championships|San Antonio,TX|USA|LCM|23|200|BACK|PRE|F|Meghan|SMALL|1998|167.0|59.0|21.155294|0.025243|1.489314|134.29
Phillips 66 National Championships|San Antonio,TX|USA|LCM|23|200|BACK|PRE|F|Clara|SMIDDY|1996|175.0|82.0|26.77551|0.018465|1.514119|132.09
Phillips 66 National Championships|San Antonio,TX|USA|LCM|23|200|BACK|PRE|F|Hali|FLICKINGER|1994|166.0|52.0|18.870663|0.029067|1.511487|132.32
Phillips 66 National Championships|San Antonio,TX|USA|LCM|23|200|BACK|PRE|F|Megan|ROMANO|1991|188.0|77.0|21.785876|0.019745|1.520334|131.55
Phillips 66 National Championships|San Antonio,TX|USA|LCM|23|200|BACK|PRE|F|Belinda|HOCKING|1990|167.0|57.0|20.438166|0.026181|1.492315|134.02
Phillips 66 National Championships|San Antonio,TX|USA|LCM|25|800|FREE|PRE|F|Courtney|HARNISH|1999|167.0|63.0|22.589551|0.024269|1.528935|523.24
Phillips 66 National Championships|San Antonio,TX|USA|LCM|25|800|FREE|PRE|F|Yawen|HOU|1998|181.0|71.0|21.67211|0.021477|1.524884|524.63
Phillips 66 National Championships|San Antonio,TX|USA|LCM|25|800|FREE|PRE|F|Sierra|SCHMIDT|1998|167.0|63.0|22.589551|0.024622|1.551169|515.74
Phillips 66 National Championships|San Antonio,TX|USA|LCM|25|800|FREE|PRE|F|Gillian|RYAN|1995|175.0|79.0|25.795918|0.019132|1.511459|529.29
Phillips 66 National Championships|San Antonio,TX|USA|LCM|25|800|FREE|PRE|F|Camilla|HATTERSLEY|1995|174.0|59.0|19.487383|0.025764|1.520074|526.29
Phillips 66 National Championships|San Antonio,TX|USA|LCM|26|100|FREE|PRE|F|Meghan|SMALL|1998|167.0|59.0|21.155294|0.029872|1.762425|56.74
Phillips 66 National Championships|San Antonio,TX|USA|LCM|26|100|FREE|PRE|F|Camilla|HATTERSLEY|1995|174.0|59.0|19.487383|0.029616|1.747335|57.23
Phillips 66 National Championships|San Antonio,TX|USA|LCM|26|100|FREE|PRE|F|Kotuku|NGAWATI|1994|165.0|60.0|22.038567|0.029954|1.797268|55.64
Phillips 66 National Championships|San Antonio,TX|USA|LCM|26|100|FREE|PRE|F|Andrea|KNEPPERS|1993|175.0|67.0|21.877551|0.026529|1.777462|56.26
Phillips 66 National Championships|San Antonio,TX|USA|LCM|26|100|FREE|PRE|F|Allison|SCHMITT|1990|186.0|74.0|21.389756|0.024655|1.824485|54.81
Phillips 66 National Championships|San Antonio,TX|USA|LCM|26|100|FREE|PRE|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.02667|1.813565|55.14
Phillips 66 National Championships|San Antonio,TX|USA|LCM|26|100|FREE|PRE|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.023768|1.830161|54.64
Phillips 66 National Championships|San Antonio,TX|USA|LCM|27|200|BACK|PRE|M|Carter|GRIFFIN|1995|182.0|79.0|23.849777|0.021362|1.687621|118.50999999999999
Phillips 66 National Championships|San Antonio,TX|USA|LCM|27|200|BACK|PRE|M|Jack|GERRARD|1994|195.0|89.0|23.405654|0.017843|1.588058|125.94
Phillips 66 National Championships|San Antonio,TX|USA|LCM|27|200|BACK|PRE|M|Jack|CONGER|1994|194.0|79.0|20.990541|0.021357|1.687194|118.53999999999999
Phillips 66 National Championships|San Antonio,TX|USA|LCM|27|200|BACK|PRE|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.019557|1.681944|118.91
Phillips 66 National Championships|San Antonio,TX|USA|LCM|27|200|BACK|PRE|M|Craig|MCNALLY|1992|191.0|82.0|22.477454|0.020248|1.660302|120.46
